canonical_name,slug,used_in_n_workout_slots,cal_per_hr_150lb,cal_15min_150lb,met_estimate,calorie_source,match_type,match_score,fitclick_name,fitclick_eqID,fitclick_url,fitclick_category,fitclick_muscle,exercise_url
1. 3 Board Close Grip Bench Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,
2. JM Press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. Vogelpohl Sit Up,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
3a. Glute Ham Raise,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
1. 2.5 Inch Deficit Deadlift,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
4b. Wide Leg Sit Up,,1,680,170,9.52,fitclick_match,fuzzy_low,0.6,One Leg Sit Up,2698,https://www.fitclick.com/exercises_One_Leg_Sit_Up?eqID=2698,Cardio,Drills/Plyometrics,
1. 2 Board Close Grip Bench Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,
2c. Overhead Band Tricep Extension,,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Superband Overhead Triceps Extension,908,https://www.fitclick.com/exercises_Superband_Overhead_Triceps_Extension?eqID=908,Triceps,Triceps,
2d. Standing Band Crunch,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
3b. Lying Single Leg Band Curl,,1,272,68,3.81,fitclick_match,fuzzy_low,0.6,Lying Leg Curls,54,https://www.fitclick.com/exercises_Lying_Leg_Curls?eqID=54,Thighs,Biceps Femoris (Hamstrings),
2c. Lat Bar Face Pull,,1,408,102,5.71,category_estimate,,,,,,Back,,
2d. Band Pushdown,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
1. Front Box Squat,,1,476,119,6.67,fitclick_match,fuzzy_low,0.67,Front Squats,38,https://www.fitclick.com/exercises_Front_Squats?eqID=38,Thighs,Quadriceps,
3b. Glute Ham Raise,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
3d. Standing Band Punch,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2. Close Grip Floor Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.6,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,
3c. Band Front Raise,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
3b. Seated Band Leg Curl,,1,408,102,5.71,fitclick_match,fuzzy,0.75,Seated Leg Curls,810,https://www.fitclick.com/exercises_Seated_Leg_Curls?eqID=810,Thighs,Thighs,
3c. Standing V Bar Row to Chest,,1,408,102,5.71,category_estimate,,,,,,Back,,
4. Push Up Plank,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
2. Close Grip 3 Board Press,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
Ring Lay Outs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ring Push Ups,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ring Inn & Outs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Supermans (on ground, no weight)",,1,408,102,5.71,strength_median_estimate,,,,,,,,
Reverse Hyper Extension (on Swiss Ball),,1,238,60,3.33,fitclick_match,fuzzy,0.87,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,
- Ring Lay Outs,,1,408,102,5.71,strength_median_estimate,,,,,,,,
- Ring Push Ups,,1,408,102,5.71,strength_median_estimate,,,,,,,,
"- Supermans (on ground, no weight)",,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ring Lay Outs*,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ring Push Ups*,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Ring Inn & Outs*,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Supermans (w/5lb plates),,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Reverse Hyper Extension (on Swiss Ball, 5sec. hold at top)",,1,238,60,3.33,fitclick_match,fuzzy,0.87,Reverse Hyperextension,367,https://www.fitclick.com/exercises_Reverse_Hyperextension?eqID=367,Lower Back,Spinal Erectors,
- Ring Lay Outs (on plyo box),,1,408,102,5.71,strength_median_estimate,,,,,,,,
- Ring Push Ups (on Swiss Ball),,1,408,102,5.71,strength_median_estimate,,,,,,,,
- Supermans (w/5lb plates),,1,408,102,5.71,strength_median_estimate,,,,,,,,
Shoulders - 2 Exercises,shoulders,1,344,86,4.82,category_estimate,,,,,,Shoulders,,https://www.muscleandstrength.com/exercises/shoulders
Biceps - 2 Exercises,biceps,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/biceps
Triceps - 2 Exercises,triceps,1,306,76,4.29,category_estimate,,,,,,Triceps,,https://www.muscleandstrength.com/exercises/triceps
Rowing 500 m Intervals (Hard) or...,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Rowing (Long),,1,478,120,6.69,fitclick_match,exact,1.0,Rowing,5505,https://www.fitclick.com/exercises_Rowing?eqID=5505,Cardio,Fitness Machines,
2. Pikes,,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Walkouts (from knees),,1,408,102,5.71,strength_median_estimate,,,,,,,,
2a. Pikes,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2b. Walkouts (from feet),,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. Reverse Hyper,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2. Pike Layouts (on swiss ball),,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Walkouts (from feet),,1,408,102,5.71,strength_median_estimate,,,,,,,,
1b. Pike Layouts,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1c. Walk outs,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Walk Out Pushups,5248,https://www.fitclick.com/exercises_Walk_Out_Pushups?eqID=5248,Chest,Pectorals,
"2c, Reverse Hyper",,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Saws,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1a. Pavlov Press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1b. Landmine Twist,,1,442,110,6.19,fitclick_match,exact,1.0,Landmine Twists,5872,https://www.fitclick.com/exercises_Landmine_Twists?eqID=5872,Abdominals,Rectus Abdominis,
1c. Plate Arches,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1d. Plate Passes,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1. Stability Alternates,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2a. Band Twists,,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Landmine,,1,408,102,5.71,strength_median_estimate,,,,,,,,
4. Pavlov Press,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Flutterkick,,1,340,85,4.76,fitclick_match,fuzzy,0.87,Flutter Kicks,127,https://www.fitclick.com/exercises_Flutter_Kicks?eqID=127,Abdominals,Lower Rectus Abdominis,
Deficit Deadlift or Pause Deadlift,deficit-deadlifts,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/deficit-deadlifts
Medicine Ball Jump Snatch,,1,476,119,6.67,fitclick_match,fuzzy_low,0.6,Medicine Ball Squat Jump,390,https://www.fitclick.com/exercises_Medicine_Ball_Squat_Jump?eqID=390,Thighs,Thighs,
Dumbbell High Pulls,,1,510,128,7.14,fitclick_match,exact,1.0,Dumbbell High Pull,871,https://www.fitclick.com/exercises_Dumbbell_High_Pull?eqID=871,Back,Spinal Erectors,
Superset 1 - Power and Thickness,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Superset 2 - Middle and Detail,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Superset 3 - Lower and Upper Lats,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Platform Lunge with Dumbbells,,1,476,119,6.67,fitclick_match,fuzzy_low,0.6,Walking Lunges with Dumbbells,542,https://www.fitclick.com/exercises_Walking_Lunges_with_Dumbbells?eqID=542,Thighs,Thighs,
Superset 1 - Obliques and Upper Abs,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Decline Barbell Sit Up,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Superset 2 - Lower Abs and Entire Core,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Dumbbell Hanging Knee Raise,weighted-hanging-knee-raise,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/weighted-hanging-knee-raise.html
Deep Push ups (with hands on dumbbells),deep-push-ups,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/deep-push-ups.html
A. Walk the Floor to Pushup,,1,408,102,5.71,category_estimate,,,,,,Cardio,,
A. Sumo Deadlift to High Pull,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
A. Barbell Thrusters,barbell-thruster,1,510,128,7.14,fitclick_match,exact,1.0,Barbell Thrusters,350,https://www.fitclick.com/exercises_Barbell_Thrusters?eqID=350,Thighs,Thighs,https://www.muscleandstrength.com/exercises/barbell-thruster
B. Box Jumps,,1,510,128,7.14,fitclick_match,exact,1.0,Box Jumps,538,https://www.fitclick.com/exercises_Box_Jumps?eqID=538,Thighs,Thighs,
B. Mountain Climbers,,1,466,116,6.53,fitclick_match,exact,1.0,Mountain Climbers,422,https://www.fitclick.com/exercises_Mountain_Climbers?eqID=422,Abdominals,Rectus Abdominis,
C. Cable Hamstring Pull Through,,1,272,68,3.81,fitclick_match,fuzzy,0.75,Cable Pull Through,889,https://www.fitclick.com/exercises_Cable_Pull_Through?eqID=889,Thighs,Gluteus Maximus,
D. Inverted Push Ups,,1,408,102,5.71,strength_median_estimate,,,,,,,,
D. Frog Hops,,1,408,102,5.71,strength_median_estimate,,,,,,,,
E. Dumbbell Bench Squats,,1,476,119,6.67,fitclick_match,fuzzy_low,0.67,Dumbbell Squats,33,https://www.fitclick.com/exercises_Dumbbell_Squats?eqID=33,Thighs,Thighs,
F. Burpees,,1,612,153,8.57,fitclick_match,exact,1.0,Burpees,618,https://www.fitclick.com/exercises_Burpees?eqID=618,Chest,Pectorals,
B. Fast Run,,1,172,43,2.41,fitclick_match,fuzzy,1.0,run fast,6568,https://www.fitclick.com/exercises_run_fast?eqID=6568,Cardio,Cycling,
B. Incline Push Ups,incline-push-ups,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/incline-push-ups.html
D. Fast Run (3% Incline),,1,172,43,2.41,fitclick_match,fuzzy,1.0,run fast,6568,https://www.fitclick.com/exercises_run_fast?eqID=6568,Cardio,Cycling,
D. Wide Banded Bicep Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
E. Med Ball Russian Twists,,1,289,72,4.05,fitclick_match,fuzzy,0.87,Medicine-Ball Russian Twist,3648,https://www.fitclick.com/exercises_Medicine_Ball_Russian_Twist?eqID=3648,Abdominals,Rectus Abdominis,
E. Decline Med Ball Crunch,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
F. Fast Run (3% Incline),,1,172,43,2.41,fitclick_match,fuzzy,1.0,run fast,6568,https://www.fitclick.com/exercises_run_fast?eqID=6568,Cardio,Cycling,
F. Med Ball Slam,,1,408,102,5.71,strength_median_estimate,,,,,,,,
A. Cable Squat to Underhand Row,,1,459,115,6.43,fitclick_match,fuzzy_low,0.67,Squat to Standing Cable Row,6335,https://www.fitclick.com/exercises_Squat_to_Standing_Cable_Row?eqID=6335,Thighs,Gluteus Maximus,
B. Burpees,,1,612,153,8.57,fitclick_match,exact,1.0,Burpees,618,https://www.fitclick.com/exercises_Burpees?eqID=618,Chest,Pectorals,
B. Sprint,,1,544,136,7.62,fitclick_match,exact,1.0,Sprints,1177,https://www.fitclick.com/exercises_Sprints?eqID=1177,Cardio,Running,
D. Sprint,,1,544,136,7.62,fitclick_match,exact,1.0,Sprints,1177,https://www.fitclick.com/exercises_Sprints?eqID=1177,Cardio,Running,
F. Left Arm Dumbbell Snatch,,1,408,102,5.71,strength_median_estimate,,,,,,,,
F. Right Arm Dumbbell Snatch,,1,408,102,5.71,strength_median_estimate,,,,,,,,
F. Sprint,,1,544,136,7.62,fitclick_match,exact,1.0,Sprints,1177,https://www.fitclick.com/exercises_Sprints?eqID=1177,Cardio,Running,
Legs and Back,,1,592,148,8.29,fitclick_match,fuzzy,0.75,P90X Legs and Back,3172,https://www.fitclick.com/exercises_P90X_Legs_and_Back?eqID=3172,Cardio,Workout Programs/Videos,
Kettlebell Walking Lunge,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Kettlebell Deadlift,,1,408,102,5.71,fitclick_match,exact,1.0,Kettlebell Deadlifts,4477,https://www.fitclick.com/exercises_Kettlebell_Deadlifts?eqID=4477,Thighs,Gluteus Maximus,
One Arm Kettlebell Row,,1,374,94,5.24,fitclick_match,fuzzy,1.0,Kettlebell One-Arm Row,6544,https://www.fitclick.com/exercises_Kettlebell_One_Arm_Row?eqID=6544,Back,Latissimus Dorsi,
Upper Body,,1,342,86,4.79,fitclick_match,fuzzy_low,0.67,upper body workout,5451,https://www.fitclick.com/exercises_upper_body_workout?eqID=5451,Cardio,Other/Miscellaneous,
Kettlebell French Press,,1,408,102,5.71,fitclick_match,fuzzy,0.87,Kettlebell Bench Press,903,https://www.fitclick.com/exercises_Kettlebell_Bench_Press?eqID=903,Chest,Pectorals,
Single Arm Kettlebell Shoulder Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Single-Arm Dumbbell Shoulder Press,7897,https://www.fitclick.com/exercises_Single_Arm_Dumbbell_Shoulder_Press?eqID=7897,Shoulders,Deltoids,
Single Arm Kettlebell Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
1. Hammer Strength Lat Pull Down,,1,408,102,5.71,category_estimate,,,,,,Back,,
4. Partial Side Lateral Raise,lateral-raise-partials,1,344,86,4.82,category_estimate,,,,,,Shoulders,,https://www.muscleandstrength.com/exercises/lateral-raise-partials
5. Smith Machine Behind the Neck Press,smith-machine-shoulder-press-behind-neck,1,340,85,4.76,fitclick_match,exact,1.0,Smith Machine Behind-The-Neck Press,93,https://www.fitclick.com/exercises_Smith_Machine_Behind_The_Neck_Press?eqID=93,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/smith-machine-shoulder-press-behind-neck.html
Lying Bench Leg Raise,lying-bench-leg-raise,1,357,89,5.0,category_estimate,,,,,,Abdominals,,https://www.muscleandstrength.com/exercises/lying-bench-leg-raise.html
Decline Weighted Twist,decline-weighted-twist,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/decline-weighted-twist.html
1. Bike,,1,415,104,5.81,fitclick_match,exact,1.0,Bike,4331,https://www.fitclick.com/exercises_Bike?eqID=4331,Cardio,Cycling,
2. Shadow box,,1,425,106,5.95,fitclick_match,exact,1.0,Shadow Box,6684,https://www.fitclick.com/exercises_Shadow_Box?eqID=6684,Back,Latissimus Dorsi,
3. Foam Roll,,1,408,102,5.71,strength_median_estimate,,,,,,,,
1. Achilles Stretch,,1,408,102,5.71,strength_median_estimate,,,,,,,,
2. Walking Stretch,,1,408,102,5.71,strength_median_estimate,,,,,,,,
3. Lunge Twist,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
4. Butterflys,,1,408,102,5.71,strength_median_estimate,,,,,,,,
5. 3 Way Shoulders,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
6. Thoracic Twist,,1,408,102,5.71,strength_median_estimate,,,,,,,,
7. Upward Dog/Downward Dog,,1,408,102,5.71,strength_median_estimate,,,,,,,,
8. Dead Bugs,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
9. Kneeling Hamstrings,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
4. Standing Overhead Dumbbell Iso Press,,1,442,110,6.19,fitclick_match,fuzzy_low,0.6,Standing Dumbbell Press,338,https://www.fitclick.com/exercises_Standing_Dumbbell_Press?eqID=338,Shoulders,Deltoids,
2. Kettlebell Row,,1,480,120,6.72,fitclick_match,fuzzy_low,0.67,Kettlebell Plank Row,6540,https://www.fitclick.com/exercises_Kettlebell_Plank_Row?eqID=6540,Back,Latissimus Dorsi,
4. Kettlebell Romanian Deadlift,,1,510,128,7.14,fitclick_match,fuzzy_low,0.67,Romanian Deadlift,326,https://www.fitclick.com/exercises_Romanian_Deadlift?eqID=326,Thighs,Biceps Femoris (Hamstrings),
5. Kettlebell Split Squat,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
6. One Arm Standing Kettlebell Press,,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell One-Arm Bench Press,6547,https://www.fitclick.com/exercises_Kettlebell_One_Arm_Bench_Press?eqID=6547,Chest,Pectorals,
Smith Machine Upright Row,smith-machine-upright-row,1,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/smith-machine-upright-row.html
Smith Machine Bicep Curl,smith-machine-bicep-curl,1,344,86,4.82,category_estimate,,,,,,Biceps,,https://www.muscleandstrength.com/exercises/smith-machine-bicep-curl.html
Good Mornings Off Pins,good-morning-off-pins,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/good-morning-off-pins
Smith Machine Deadlift,smith-machine-deadlift,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/smith-machine-deadlift.html
Smith Machine Bench Press,smith-machine-bench-press,1,408,102,5.71,fitclick_match,fuzzy,0.8,Smith Machine Regular Bench Press,1157,https://www.fitclick.com/exercises_Smith_Machine_Regular_Bench_Press?eqID=1157,Chest,Pectorals,https://www.muscleandstrength.com/exercises/smith-machine-bench-press.html
Smith Machine Incline Tricep Extension,smith-machine-incline-tricep-extension,1,306,76,4.29,fitclick_match,fuzzy_low,0.6,Machine Triceps Extensions,67,https://www.fitclick.com/exercises_Machine_Triceps_Extensions?eqID=67,Triceps,Triceps,https://www.muscleandstrength.com/exercises/smith-machine-incline-tricep-extension.html
1c. Jump Tucks,,1,442,110,6.19,fitclick_match,fuzzy_low,0.67,Knee Tuck Jump,519,https://www.fitclick.com/exercises_Knee_Tuck_Jump?eqID=519,Thighs,Thighs,
Meal,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Meal 1,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Meal 2,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Pre-workout,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Post-workout,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Meal 3,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Incline French Press,inline-bench-french-press,1,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/inline-bench-french-press.html
Forehead Curl (triset #1),,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Forearm Curl,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
For bench and incline bench use a 3 count down and up,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Forearm Curls,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Toes To Bar,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Full Lateral Raise,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Paused Back Squat,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
2a. Serrano Misdirection Curls,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
3c. Bent Over Concentration Curls,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
4b. Bodyweight Skullcrushers,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
"Boring But Big. Main lift, the main lift again @ 5x10 (50% 1RM), and another accessory exercise for 5 sets.",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"The Triumvirate.  Main lift, and two assistance exercises - 5 sets each.",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"I'm Not Doing Jack Shit.  Main lift, and nothing else.",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Periodization Bible by Dave Tate.  Main lift, and 3 exercises - 5 x 10-20 reps each.",,1,408,102,5.71,strength_median_estimate,,,,,,,,
"Bodyweight.  Main lift, and 2 bodyweight exercises such as the pull up, sit ups, dips, etc.",,1,408,102,5.71,category_estimate,,,,,,Back,,
Squat: 5 x 10 x 50%,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Leg Curl: 5 x 10,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Bench Press: 5 x 10 x 50%,,1,408,102,5.71,category_estimate,,,,,,Chest,,
One Arm Dumbbell Row: 5 x 10,,1,408,102,5.71,category_estimate,,,,,,Back,,
Deadlift: 5 x 8 x 50%,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Hanging Leg Raises: 5 x 12,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Overhead Press: 5 x 10 x 50%,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Chin Up: 5 sets to failure,,1,408,102,5.71,category_estimate,,,,,,Back,,
Hack Squat: 4 sets of 10-20 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Leg Extension: 4 sets of 10-30 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Leg Curl: 4 sets of 10-15 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Weighted Sit up: 4 sets of 10 reps,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
45 Degree Leg Press – 4 sets of 10-20 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Leg Extension – 4 sets of 10-30 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Leg Curl – 4 sets of 10-15 reps,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Weighted Sit up – 4 sets of 10 reps,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Dumbbell Bench Press: 4 sets of 10-20 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Chest Dip (weighted): 4 sets of 8-15 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Dumbbell Flys: 4 sets of 12 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Cable Tricep Extension: 4 sets of 10-20 reps,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
Incline Dumbbell Bench Press – 4 sets of 10-20 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Chest Dip (weighted) – 4 sets of 8-15 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Dumbbell Flys – 4 sets of 12 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Cable Tricep Extension – 4 sets of 10-20 reps,,1,306,76,4.29,category_estimate,,,,,,Triceps,,
Chin Up: 4 sets of 10-12 reps,,1,408,102,5.71,category_estimate,,,,,,Back,,
Bent Over Dumbbell Row: 4 sets of 15 reps/arm,,1,408,102,5.71,category_estimate,,,,,,Back,,
Back Raises: 4 sets of 10 reps (with bar behind neck),,1,408,102,5.71,strength_median_estimate,,,,,,,,
Hanging Leg Raises: 4 sets of 15 reps,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Lat Pull Down – 4 sets of 10-12 reps,,1,408,102,5.71,category_estimate,,,,,,Back,,
Bent Over Row – 4 sets of 15 reps/arm,,1,408,102,5.71,category_estimate,,,,,,Back,,
Reverse Hyperextensions – 4 sets of 12 reps,,1,408,102,5.71,category_estimate,,,,,,Back,,
Hanging Leg Raises – 4 sets of 15 reps,,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Seated Dumbbell Press: 4 sets of 10 reps,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Barbell Upright Row: 4 sets of 10 reps,,1,408,102,5.71,category_estimate,,,,,,Back,,
Dumbbell Lateral Raise: 4 sets of 10-15 reps,,1,344,86,4.82,category_estimate,,,,,,Shoulders,,
Standing Barbell Curl: 4 sets of 10 reps,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
Hammer Machine Military – 4 sets of 10 reps,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Rope Upright Rows – 4 sets of 10 reps,,1,408,102,5.71,category_estimate,,,,,,Back,,
Bent Over Dumbbell Reverse Fly – 4 sets of 10-15 reps,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Standing Dumbbell Curl – 4 sets of 10 reps,,1,344,86,4.82,category_estimate,,,,,,Biceps,,
5. Rope T-bar Rows with Chains,,1,408,102,5.71,category_estimate,,,,,,Back,,
7. Unilateral Barbell Row (Meadow's Row),,1,408,102,5.71,category_estimate,,,,,,Back,,
Pike Push-Up,,1,408,102,5.71,category_estimate,,,,,,Chest,,
TRX Push-Up,,1,408,102,5.71,category_estimate,,,,,,Chest,,
Depth Push-Up,,1,408,102,5.71,category_estimate,,,,,,Chest,,
TRX Row,,1,493,123,6.9,fitclick_match,fuzzy_low,0.67,TRX Bilateral Row,4491,https://www.fitclick.com/exercises_TRX_Bilateral_Row?eqID=4491,Back,Deltoids,
Single-Leg TRX Squat,,1,442,110,6.19,fitclick_match,fuzzy,0.75,Single-Leg Squat,369,https://www.fitclick.com/exercises_Single_Leg_Squat?eqID=369,Thighs,Thighs,
Week,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Mountain Climbers (keep abs tight),,1,466,116,6.53,fitclick_match,exact,1.0,Mountain Climbers,422,https://www.fitclick.com/exercises_Mountain_Climbers?eqID=422,Abdominals,Rectus Abdominis,
"Frog Leaps (feet wide apart, squat low and tap the ground real quick with your hands, then frog leap forward)",,1,408,102,5.71,strength_median_estimate,,,,,,,,
Plank Up/Downs (keep abs tight),,1,680,170,9.52,fitclick_match,fuzzy_low,0.67,up downs,5083,https://www.fitclick.com/exercises_up_downs?eqID=5083,Cardio,Aerobics/Dancing,
"Plank Punches, alternating arms",,1,357,89,5.0,category_estimate,,,,,,Abdominals,,
Side Lunges with Forward Press/Punch (light weights are fine),,1,408,102,5.71,category_estimate,,,,,,Thighs,,
1b. Jump Rope,,1,408,102,5.71,fitclick_match,exact,1.0,Jump Rope,760,https://www.fitclick.com/exercises_Jump_Rope?eqID=760,Abdominals,Intercostals,
2b. Plie Jump Squats (hold 1 DB with both hands),,1,408,102,5.71,fitclick_match,fuzzy_low,0.67,Plie Squat,2399,https://www.fitclick.com/exercises_Plie_Squat?eqID=2399,Thighs,Gluteus Maximus,
3a. Cursty Lunges w/ DB or Barball,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
4b. Glute Cable Kickbacks,,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Reverse Crunches (on bench or decline bench),,1,391,98,5.48,fitclick_match,exact,1.0,Reverse Crunches,80,https://www.fitclick.com/exercises_Reverse_Crunches?eqID=80,Abdominals,Lower Rectus Abdominis,
TRX Mountain Climbers,,1,510,128,7.14,fitclick_match,exact,1.0,TRX Mountain Climber,4511,https://www.fitclick.com/exercises_TRX_Mountain_Climber?eqID=4511,Abdominals,Rectus Abdominis,
Half Squat From Bottom Position,half-squat,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/half-squat.html
Quarter Squat From Bottom Position,1-4-squat,1,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/1-4-squat.html
"Notes: For deadlifts, use sets of 3 or 1 and work up to a new personal record.",,1,408,102,5.71,category_estimate,,,,,,Thighs,,
Two Hand Snatch - Week 1,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Single Arm Snatch - Week 2,,1,408,102,5.71,strength_median_estimate,,,,,,,,
Reverse Grip Clean and Press,,1,204,51,2.86,category_estimate,,,,,,Forearms,,
Bench Shrug ***,,1,408,102,5.71,category_estimate,,,,,,Back,,
